totalJSHeapSize,jsHeapSizeLimit,usedJSHeapSize
9472976,2181038080,8695792
9521480,2181038080,8746104
9568280,2181038080,8793576
9615080,2181038080,8841048
9661880,2181038080,8888520
9708680,2181038080,8935992
9755480,2181038080,8983464
9802280,2181038080,9030936
9874472,2181038080,9103800
9922136,2181038080,9152136
9437208,2181038080,8659832
9484912,2181038080,8709344
9531712,2181038080,8756816
9578512,2181038080,8804288
9625312,2181038080,8851760
9672112,2181038080,8899232
9754392,2181038080,8982184
9898176,2181038080,9127360
9944976,2181038080,9174832
9991784,2181038080,9222312
9506848,2181038080,8689304
9674776,2181038080,8871360
9732984,2181038080,8943488
9767976,2181038080,8990928
9802968,2181038080,9038368
9846808,2181038080,9085808
9893576,2181038080,9133248
9940344,2181038080,9180688
9987112,2181038080,9228128
10033880,2181038080,9275568
10106040,2181038080,9348544
10153672,2181038080,9396848
10240296,2181038080,9484144
10287096,2181038080,9531616
10333896,2181038080,9579088
10380704,2181038080,9626568
10427504,2181038080,9674040
10474320,2181038080,9721528
9752456,2181038080,8775048
9788704,2181038080,8825360
9823696,2181038080,8872832
9858688,2181038080,8920304
9893680,2181038080,8967776
9928672,2181038080,9015248
9963664,2181038080,9062720
9998656,2181038080,9110192
10072560,2181038080,9196576
10134272,2181038080,9270768
10169264,2181038080,9318240
10204256,2181038080,9365712
10239248,2181038080,9413184
10274240,2181038080,9460656
10309232,2181038080,9508128
9729912,2181038080,8758296
9804712,2181038080,8847832
9866424,2181038080,8922056
9901416,2181038080,8969528
9936408,2181038080,9017000
9971400,2181038080,9064472
10006392,2181038080,9111944
10041384,2181038080,9159416
10076376,2181038080,9206888
10150280,2181038080,9293272
10211992,2181038080,9368952
10246984,2181038080,9416424
10281976,2181038080,9463896
10316968,2181038080,9511368
10351960,2181038080,9558840
10386952,2181038080,9606312
10433024,2181038080,9653784
10523832,2181038080,9745264
10683776,2181038080,9906600
10730576,2181038080,9954072
9755872,2181038080,8755408
9791672,2181038080,8805784
10015016,2181038080,9042720
10109160,2181038080,9150784
10144152,2181038080,9198224
10179144,2181038080,9245664
10214136,2181038080,9293104
10249128,2181038080,9340544
10284120,2181038080,9388016
9785744,2181038080,8772136
9821584,2181038080,8822616
9895488,2181038080,8909160
9957200,2181038080,8983320
9992192,2181038080,9030792
10027184,2181038080,9078264
10062176,2181038080,9125736
10097176,2181038080,9173216
10132168,2181038080,9220688
9761584,2181038080,8760192
9822848,2181038080,8836288
9858704,2181038080,8884656
9893696,2181038080,8932128
9928688,2181038080,8979600
9963680,2181038080,9027072
9998672,2181038080,9074544
10033664,2181038080,9122016
10068656,2181038080,9169488
9787584,2181038080,8797792
9824288,2181038080,8849040
9859280,2181038080,8896544
9894272,2181038080,8944016
9929264,2181038080,8991488
9964256,2181038080,9038960
9999248,2181038080,9086432
10034248,2181038080,9133912
10094640,2181038080,9206784
9764112,2181038080,8780328
9799952,2181038080,8830744
9834944,2181038080,8878248
9869936,2181038080,8925720
9904928,2181038080,8973192
9939920,2181038080,9020664
9974912,2181038080,9068136
10035336,2181038080,9141200
10071192,2181038080,9189536
9770352,2181038080,8792368
9818880,2181038080,8842784
9865712,2181038080,8890288
9912512,2181038080,8937760
9959312,2181038080,8985232
10006112,2181038080,9032704
10088616,2181038080,9115880
10232400,2181038080,9261056
10279200,2181038080,9308528
10326008,2181038080,9356008
9885600,2181038080,8819960
10053528,2181038080,9002176
10111736,2181038080,9074304
10146728,2181038080,9121744
10181720,2181038080,9169184
10216712,2181038080,9216624
10251704,2181038080,9264064
10286696,2181038080,9311504
10321688,2181038080,9358944
10356680,2181038080,9406384
9923648,2181038080,8862912
9960352,2181038080,8914128
9995344,2181038080,8961632
10030336,2181038080,9009104
10065328,2181038080,9056576
10100328,2181038080,9104056
10135320,2181038080,9151528
10170328,2181038080,9199016
10230744,2181038080,9271912
10266600,2181038080,9320248
10301592,2181038080,9367720
10336584,2181038080,9415192
10371576,2181038080,9462672
9907352,2181038080,8856112
9949416,2181038080,8917736
9978184,2181038080,8954128
10038608,2181038080,9027192
10074464,2181038080,9075528
10109456,2181038080,9123000
10144448,2181038080,9170472
10179440,2181038080,9217944
10214432,2181038080,9265416
10249424,2181038080,9312888
9876112,2181038080,8840616
9937392,2181038080,8916728
9973248,2181038080,8965096
10008240,2181038080,9012568
10043232,2181038080,9060040
10078224,2181038080,9107512
10113216,2181038080,9154984
10148208,2181038080,9202456
10183200,2181038080,9249928
10243584,2181038080,9322792
9873976,2181038080,8840936
9909816,2181038080,8891448
9944808,2181038080,8938952
9979800,2181038080,8986424
10014792,2181038080,9033896
10049784,2181038080,9081368
10084776,2181038080,9128840
10155248,2181038080,9212016
10286312,2181038080,9357192
10328240,2181038080,9404664
10375048,2181038080,9452144
9933928,2181038080,8882480
10114392,2181038080,9064752
10187544,2181038080,9141792
10234312,2181038080,9189232
10281080,2181038080,9236672
10327848,2181038080,9284112
10374616,2181038080,9331552
10421384,2181038080,9378992
10468632,2181038080,9426432
10516072,2181038080,9473872
10588904,2181038080,9547432
10637208,2181038080,9595736
10684680,2181038080,9643208
10732152,2181038080,9690680
10779624,2181038080,9738152
10827104,2181038080,9785632
10874576,2181038080,9833104
10922064,2181038080,9880592
10994960,2181038080,9953488
11043296,2181038080,10001824
11090768,2181038080,10049296
11138240,2181038080,10096768
11185712,2181038080,10144240
9947720,2181038080,8904512
9983520,2181038080,8954888
10018512,2181038080,9002392
10092456,2181038080,9088976
10154168,2181038080,9163168
10189160,2181038080,9210640
10224152,2181038080,9258112
10259144,2181038080,9305584
10294136,2181038080,9353056
10329128,2181038080,9400528
10364128,2181038080,9448008
10438040,2181038080,9534400
10499752,2181038080,9610200
10534744,2181038080,9657672
10569736,2181038080,9705144
10604728,2181038080,9752616
10639720,2181038080,9800088
10674712,2181038080,9847560
10709704,2181038080,9895032
10788072,2181038080,9981416
10861592,2181038080,10055608
10908392,2181038080,10103080
10955192,2181038080,10150552
11001992,2181038080,10198024
10111672,2181038080,9306768
10158552,2181038080,9354320
10220976,2181038080,9417416
10311824,2181038080,9508936
9785464,2181038080,8973912
9833952,2181038080,9024288
9880792,2181038080,9071800
9927592,2181038080,9119272
10168760,2181038080,9361784
10318200,2181038080,9511976
10364968,2181038080,9559416
10411736,2181038080,9606856
10458504,2181038080,9654296
10505272,2181038080,9701736
10552040,2181038080,9749176
10598808,2181038080,9796616
10645576,2181038080,9844056
10731416,2181038080,9930568
9873104,2181038080,8979640
9908488,2181038080,9029152
9943480,2181038080,9076624
9978472,2181038080,9124096
10013472,2181038080,9171576
10048464,2181038080,9219048
10083472,2181038080,9266536
10143888,2181038080,9339432
10187832,2181038080,9387768
10234632,2181038080,9435240
9864400,2181038080,8969000
9899784,2181038080,9018512
9934776,2181038080,9065984
9969768,2181038080,9114432
10004760,2181038080,9161904
10065184,2181038080,9234808
10101040,2181038080,9283144
10141808,2181038080,9330616
10188608,2181038080,9378088
10235408,2181038080,9425560
10282208,2181038080,9473032
10329008,2181038080,9520504
10375816,2181038080,9567984
9959632,2181038080,9018104
10002104,2181038080,9079528
10030872,2181038080,9115888
10065864,2181038080,9163360
10100856,2181038080,9210832
10135848,2181038080,9258304
10170840,2181038080,9305776
10205832,2181038080,9353248
10266216,2181038080,9426112
9782496,2181038080,8980960
9831024,2181038080,9031376
9877856,2181038080,9078880
9924656,2181038080,9126352
9971456,2181038080,9173824
10018256,2181038080,9221296
10065056,2181038080,9268768
10147560,2181038080,9351944
10291344,2181038080,9497120
10338144,2181038080,9544592
10384952,2181038080,9592072
9857552,2181038080,9044304
10037952,2181038080,9226512
